Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,SMA_50,SMA_200,VOL_SMA_20
2020-09-17,242.40591430664062,246.65865813728072,239.2138832925746,243.98209930625066,5279500,247.40807342529297,247.21575851440429,214.79187469482423,179.8072805404663,14210360.0
2020-09-18,240.67111206054688,245.95481530799114,236.63647361673083,243.00070504648443,6595600,245.20438385009766,248.86480941772462,215.62537109375,180.2098034286499,14281385.0
2020-09-21,242.92137145996094,243.00067835356262,234.74303524455033,236.89418368242428,5561600,244.24776611328124,250.72451248168946,216.54074951171876,180.64905437469483,14273075.0
2020-09-22,245.627685546875,246.4108317709746,239.16431656192796,244.59672604604526,3600800,244.8931121826172,252.6734359741211,217.7192233276367,181.09296459197998,14168165.0
2020-09-23,233.94009399414062,246.60908016338888,233.30565391665655,246.33151357487986,7507900,243.46165771484374,253.66177520751953,218.6397570800781,181.47947788238525,13188735.0
2020-09-24,235.4865264892578,237.8755956701699,231.60057935901065,233.79137373763206,4166800,242.4455581665039,251.93837509155273,219.62036407470703,181.87635021209718,10234405.0
2020-09-25,240.6314697265625,241.83095071693526,233.00826569014112,235.32793589364718,5117800,242.40987243652344,250.2739601135254,220.75502197265624,182.3043003463745,9349440.0
2020-09-28,244.52731323242188,246.42072575614438,240.10606323994057,245.4095816928942,4088300,242.41284790039063,249.06306991577148,221.9225909423828,182.7517792892456,8150455.0
2020-09-29,245.300537109375,245.74662518560348,242.37616513604988,243.12955799531923,3983700,241.99352264404297,247.81401443481445,222.96069458007813,183.19222003936767,7549135.0
2020-09-30,249.1369171142578,253.1913857157812,244.08121219278442,244.50746973895602,8188500,242.0648941040039,246.33051452636718,224.16058044433595,183.63925281524658,7293880.0
2020-10-01,251.24842834472656,252.45783214417858,248.63136105150556,250.9807694379639,4318000,242.9491455078125,245.17860946655273,225.39258544921876,184.09272914886475,6861590.0
2020-10-02,245.6970672607422,252.73538432819814,245.06262719936245,247.58055693870713,4494500,243.45174102783204,244.32806243896485,226.56848175048827,184.52008441925048,6386285.0
2020-10-05,249.3450927734375,251.07989146334006,246.8370707347065,247.82838427179365,3403500,244.0941131591797,244.17093963623046,227.81832977294923,184.96642337799074,5837745.0
2020-10-06,247.96717834472656,255.05507951886196,246.83708146835497,250.5346768871308,4448100,244.32806243896485,244.610587310791,228.99164825439453,185.3967029953003,5298670.0
2020-10-07,257.7217102050781,258.47508793894286,250.00927679257063,250.00927679257063,4963200,246.7062240600586,245.08394088745118,230.38900421142577,185.86970821380615,5047400.0
2020-10-08,257.9596252441406,262.32139901744466,254.84688603050478,261.9050642483853,4150400,248.9535339355469,245.69954605102538,231.7096322631836,186.34791790008546,4957670.0
2020-10-09,263.66961669921875,263.7389856631358,259.2285206364242,260.6163537021438,4225000,251.2573486328125,246.83361053466797,233.1823287963867,186.8571061325073,4896160.0
2020-10-12,264.7501220703125,267.65466356619265,262.98558512801276,267.65466356619265,4317000,253.27962951660157,247.8462387084961,234.61418212890624,187.36545169830322,4899250.0
2020-10-13,264.5121765136719,266.4551728187799,261.93478553167114,264.1057645876167,3713200,255.20079345703124,248.5971580505371,235.87592559814453,187.8702780532837,4878230.0
2020-10-14,259.55560302734375,267.81326150751835,256.5023707274602,267.6546477156106,5129500,256.24266204833987,249.15377807617188,237.07382873535155,188.36291118621827,4862645.0
2020-10-15,255.4813232421875,258.25698901520224,251.8134662196374,255.86791978620226,5256800,256.66595153808595,249.80754852294922,238.16585968017577,188.83418155670165,4861510.0
2020-10-16,256.3040771484375,260.23959270516326,256.24460076239006,256.9880858404681,3092300,257.72665252685545,250.58919677734374,239.17224029541015,189.28800457000733,4686345.0
2020-10-19,252.79489135742188,259.2087070832605,252.28932683553793,257.50364637549035,3242300,258.0716323852539,251.0828727722168,240.24206634521485,189.72834621429445,4570380.0
2020-10-20,253.74655151367188,256.9286598006978,251.84323115597743,253.89524250792707,2989300,258.6495697021484,251.48881607055665,241.40804931640625,190.13736225128173,4539805.0
2020-10-21,252.02163696289062,256.06619802002086,249.6623210242478,254.22236935737104,2794000,258.0795623779297,252.39289321899415,242.64203582763673,190.5251145553589,4304110.0
2020-10-22,247.5012664794922,253.00306002436818,243.99202296576453,251.68461111172257,3685700,257.03372650146486,252.99363021850587,243.773125,190.88367275238036,4280055.0
