timestamp,open,high,low,close,volume
1744675200,0.3284,0.37486,0.2861,0.28625,575036.32515
1744761600,0.2875,0.78001,0.2875,0.43728,2109342.92607
1744848000,0.4371,0.4995,0.37407,0.40169,3734211.94118
1744934400,0.39962,0.4105,0.33463,0.35373,1005998.04861
1745020800,0.34624,0.51843,0.34065,0.50621,698785.10572
1745107200,0.50985,0.585,0.45197,0.48261,1938292.50781
1745193600,0.48337,0.52031,0.43272,0.44205,957566.32287
1745280000,0.44333,0.45557,0.38755,0.41747,786041.74739
1745366400,0.41874,0.43755,0.3762,0.38375,378314.2566
1745452800,0.38787,0.39956,0.37466,0.39956,350005.26611
1745539200,0.39345,0.41393,0.38634,0.39893,253346.57735
1745625600,0.40136,0.44272,0.40047,0.43458,877285.70429
1745712000,0.4357,0.44131,0.40445,0.43848,619059.02877
1745798400,0.44143,0.44384,0.41041,0.42493,240457.69057
1745884800,0.4207,0.4207,0.38517,0.38568,105169.75771
1745971200,0.38714,0.39862,0.36897,0.38981,61515.12338
1746057600,0.38981,0.40681,0.3734,0.37656,407832.78631
1746144000,0.37975,0.40305,0.3717,0.38892,116991.30402
1746230400,0.3895,0.40892,0.36587,0.36951,68573.0861
1746316800,0.36735,0.38437,0.35167,0.37456,383500.97437
1746403200,0.37374,0.39456,0.36724,0.38731,61369.5181
1746489600,0.39387,0.39584,0.3618,0.38095,46677.21869
1746576000,0.38148,0.4117,0.38148,0.3982,282246.54664
1746662400,0.3996,0.42545,0.38916,0.42245,171924.03866
1746748800,0.42897,0.43913,0.41525,0.43503,89263.09618
1746835200,0.43772,0.447,0.41907,0.447,69840.51372
1746921600,0.44422,0.51155,0.43498,0.48266,256775.21385
1747008000,0.47928,0.52997,0.46223,0.50745,159396.94212
1747094400,0.50777,0.52315,0.47516,0.50629,89138.62708
1747180800,0.50439,0.66469,0.49917,0.55889,403710.15532
1747267200,0.5665,0.58588,0.4899,0.50563,328837.69031
1747353600,0.49893,0.53947,0.49615,0.53562,61009.0057
1747440000,0.52909,0.55,0.4765,0.49329,74142.02878
1747526400,0.48778,0.52665,0.48778,0.51197,25229.20171
1747612800,0.50822,0.59589,0.48045,0.58866,149738.63507
1747699200,0.59191,0.78,0.56175,0.736,510130.50057
1747785600,0.7353,0.74676,0.60554,0.61614,284849.89747
1747872000,0.61,0.63409,0.58971,0.62457,145347.94907
1747958400,0.61568,0.6179,0.57117,0.58419,65086.15624
1748044800,0.59594,0.67666,0.58596,0.64637,208759.63888
1748131200,0.63831,0.69937,0.62,0.66357,115216.75584
1748217600,0.65612,0.69561,0.63971,0.68725,65112.92813
1748304000,0.69544,0.97227,0.69386,0.91376,653455.98957
1748390400,0.91685,1.03101,0.87682,0.92962,413895.26782
1748476800,0.92873,1.25826,0.9089,1.14639,777319.93143
1748563200,1.14916,1.37561,0.97335,1.06098,1207694.74722
1748649600,1.07589,1.3682,0.50886,0.61272,2853374.53842
1748736000,0.60725,0.66266,0.53786,0.57477,1096726.97776
1748822400,0.57661,0.59295,0.50564,0.54925,464475.34801
1748908800,0.54523,0.56577,0.51759,0.52318,241417.04772
1748995200,0.52095,0.52484,0.46099,0.47063,189851.557
1749081600,0.47078,0.49394,0.42808,0.43623,371463.75571
1749168000,0.4334,0.47013,0.40743,0.42638,622386.68441
1749254400,0.42842,0.45717,0.42337,0.44513,172389.06176
1749340800,0.4424,0.45629,0.42183,0.4312,813472.82271
1749427200,0.42799,0.42897,0.39945,0.42685,353304.50487
1749513600,0.42629,0.47887,0.42274,0.45544,419544.86629
1749600000,0.45363,0.45363,0.41669,0.4181,111575.73031
1749686400,0.41544,0.41544,0.37597,0.37927,62214.21711
1749772800,0.38242,0.40823,0.36926,0.38637,260058.73386
1749859200,0.38224,0.39248,0.36582,0.37485,45477.52199
1749945600,0.3845,0.39637,0.37028,0.38266,242979.37757
