timestamp,open,high,low,close,volume
1726704000,0.10381,0.10702,0.10346,0.10507,1235905.86718926
1726790400,0.10504,0.10719,0.10368,0.10541,2342653.31953631
1726876800,0.10529,0.11038,0.10414,0.10998,1323043.4121632
1726963200,0.10993,0.10993,0.10375,0.10624,1791372.69516912
1727049600,0.106,0.10903,0.10422,0.10809,5726425.16834098
1727136000,0.10795,0.11054,0.10688,0.10978,3752141.10261333
1727222400,0.10969,0.11107,0.10816,0.10851,2667991.61970563
1727308800,0.10853,0.12065,0.10709,0.11809,6993016.44600407
1727395200,0.11811,0.12869,0.11737,0.12352,6795664.9565526
1727481600,0.1235,0.13194,0.12022,0.1281,12907754.28254463
1727568000,0.1279,0.13026,0.12448,0.12451,3280143.8478239
1727654400,0.12445,0.12454,0.11344,0.11448,4328944.06541969
1727740800,0.11425,0.11923,0.10274,0.10687,12743870.64489138
1727827200,0.1072,0.10941,0.10219,0.10501,5849090.20552613
1727913600,0.10497,0.10671,0.1012,0.10507,12354093.44832971
1728000000,0.10539,0.11106,0.10516,0.10908,4477835.37170904
1728086400,0.10966,0.11013,0.10762,0.10944,741116.7131428
1728172800,0.10923,0.11276,0.10848,0.11147,19388864.09908909
1728259200,0.1113,0.11536,0.10839,0.10851,3980165.64081047
1728345600,0.10844,0.10973,0.10534,0.1072,1330543.22295571
1728432000,0.10707,0.11143,0.1062,0.10801,1849516.68527935
1728518400,0.10811,0.10856,0.10323,0.10604,3809508.53339696
1728604800,0.10598,0.11131,0.10569,0.1107,4963078.88932119
1728691200,0.1108,0.11212,0.10947,0.11133,3924109.53703715
1728777600,0.11159,0.11197,0.10875,0.1112,1199992.75796543
1728864000,0.11119,0.11764,0.10944,0.11666,6512600.46373222
1728950400,0.11666,0.11913,0.11022,0.11744,7265496.87817598
1729036800,0.11751,0.12984,0.11585,0.12577,11569971.47380939
1729123200,0.12584,0.13089,0.12065,0.12972,9694564.08345865
1729209600,0.12972,0.14068,0.1297,0.13721,15247723.65815592
1729296000,0.13717,0.14684,0.13717,0.14417,11682827.34587443
1729382400,0.14404,0.14544,0.1374,0.14235,7033521.36986398
1729468800,0.14181,0.14958,0.13809,0.14376,9633586.12075791
1729555200,0.14392,0.14838,0.13666,0.13957,9058379.69701689
1729641600,0.13974,0.14088,0.13312,0.14001,6407200.41928842
1729728000,0.14001,0.14363,0.13645,0.14182,4394130.10330117
1729814400,0.14211,0.14259,0.12797,0.13175,10508452.30947113
1729900800,0.13155,0.1381,0.13088,0.13777,4780839.30241801
1729987200,0.13749,0.14617,0.1362,0.1445,6146875.38600312
1730073600,0.14432,0.1625,0.14134,0.16145,14793324.905015
1730160000,0.1612,0.17969,0.1607,0.17602,14785924.01115722
1730246400,0.17586,0.17784,0.16448,0.1681,7974463.70151386
1730332800,0.16846,0.17346,0.15652,0.16158,11511195.59158907
1730419200,0.16155,0.16882,0.15442,0.15911,5806291.50173642
1730505600,0.15936,0.16347,0.15562,0.15936,2819855.79450183
1730592000,0.15941,0.15954,0.14193,0.15115,14004969.03734019
1730678400,0.15141,0.16027,0.14832,0.15835,8548153.42433696
1730764800,0.1585,0.17939,0.1585,0.16991,23346455.92784947
1730851200,0.17034,0.21941,0.1695,0.19648,75260264.37682281
1730937600,0.19642,0.2041,0.18516,0.19317,14191668.19307055
1731024000,0.19332,0.20702,0.19059,0.20207,14429037.03224511
1731110400,0.20196,0.21998,0.19747,0.21872,11281497.64750735
1731196800,0.21915,0.29799,0.21671,0.27709,58761725.08411391
1731283200,0.27792,0.35125,0.2721,0.35125,46364797.45210272
1731369600,0.35144,0.43839,0.32708,0.38008,99660565.86489002
1731456000,0.38009,0.43335,0.35179,0.39899,69544225.39247642
1731542400,0.39964,0.41612,0.35258,0.36207,39740553.55734035
1731628800,0.36235,0.385,0.35281,0.38161,16093611.7890081
1731715200,0.38161,0.39115,0.36006,0.3637,15496200.08686114
1731801600,0.36386,0.37785,0.34007,0.36653,13809306.1549942
1731888000,0.36642,0.3803,0.35762,0.37138,22400272.93823782
1731974400,0.37077,0.42,0.36665,0.39077,31107434.29357778
1732060800,0.39068,0.39627,0.36,0.3777,21653957.00466394
1732147200,0.37751,0.39527,0.36921,0.38688,11772962.2860872
1732233600,0.38651,0.42,0.3812,0.41271,23813205.62271795
1732320000,0.41278,0.47946,0.4042,0.43016,40497055.86424305
1732406400,0.42876,0.45309,0.39795,0.42992,23085150.11171179
1732492800,0.42876,0.43767,0.38082,0.39274,17235353.79376439
1732579200,0.39305,0.40843,0.365,0.38749,26862738.31987821
1732665600,0.38629,0.40745,0.38047,0.40103,8404087.27493384
1732752000,0.39997,0.4284,0.39148,0.40178,9529988.71169837
1732838400,0.40247,0.43739,0.39835,0.42588,15592437.35035072
1732924800,0.426,0.43542,0.41399,0.42198,6335681.50213592
1733011200,0.42215,0.44959,0.41686,0.43992,14258522.43688929
1733097600,0.43958,0.46299,0.40066,0.42457,30520058.63406454
1733184000,0.42471,0.42926,0.38799,0.4067,18912314.72134882
1733270400,0.40722,0.43617,0.40035,0.43265,18789140.88454386
1733356800,0.43263,0.46474,0.40722,0.42714,22594864.06636317
1733443200,0.42705,0.44147,0.42027,0.43491,9101334.45435574
1733529600,0.43491,0.46622,0.43095,0.45319,14975186.91156037
1733616000,0.45305,0.48621,0.44654,0.46645,9361259.31256877
1733702400,0.46666,0.46778,0.37328,0.41407,23989178.87799098
1733788800,0.41407,0.4226,0.36566,0.39412,22877277.13161331
1733875200,0.39381,0.41888,0.37553,0.41421,7499073.31800698
1733961600,0.41402,0.42392,0.40149,0.40616,7988564.62554564
1734048000,0.40602,0.41188,0.39918,0.40879,6569820.57657907
1734134400,0.40895,0.41364,0.38747,0.39815,4020645.25625908
1734220800,0.39759,0.41199,0.39293,0.40621,4552998.78494782
1734307200,0.40649,0.41471,0.39263,0.40189,3653642.54385501
1734393600,0.40194,0.41,0.39155,0.39434,3555656.93519993
1734480000,0.39381,0.39606,0.34783,0.35861,11442772.11371446
1734566400,0.35819,0.36745,0.30012,0.31441,26122596.42948888
1734652800,0.31449,0.32876,0.26245,0.31786,30431436.80291323
1734739200,0.3172,0.34999,0.31385,0.32042,10673516.95624032
1734825600,0.32045,0.32449,0.30531,0.31265,6541044.00508779
1734912000,0.31229,0.32862,0.3033,0.32452,4510584.4261402
1734998400,0.32368,0.3402,0.31648,0.3373,3803859.28684966
1735084800,0.33672,0.342,0.32686,0.33462,3370317.89250481
1735171200,0.33446,0.33771,0.30876,0.31263,3775034.19072061
1735257600,0.31274,0.32459,0.30909,0.31175,2837522.4019473
1735344000,0.31253,0.32726,0.31193,0.3246,1504682.0963811
1735430400,0.32429,0.32943,0.3122,0.31551,2559233.03586603
1735516800,0.31402,0.32311,0.30705,0.31356,2568389.6925134
1735603200,0.31377,0.32894,0.3096,0.31646,3085188.55603716
1735689600,0.31601,0.32727,0.31218,0.3251,1473688.55998421
1735776000,0.32518,0.34462,0.32504,0.33902,2954939.20046546
