timestamp,open,high,low,close,volume
1745452800,0.6758,0.99,0.5946,0.7731,729999.02429
1745539200,0.774,0.99,0.774,0.8427,1990120.25533
1745625600,0.8447,0.9458,0.7798,0.9165,771249.52127
1745712000,0.9212,0.9457,0.6751,0.7039,1230677.70047
1745798400,0.6901,0.7104,0.619,0.6469,2212623.13188
1745884800,0.6592,0.8793,0.6229,0.8564,3043971.7879
1745971200,0.8524,0.8957,0.7145,0.7509,1329199.92102
1746057600,0.7494,0.8319,0.6706,0.6829,1880018.80965
1746144000,0.6809,0.7446,0.6622,0.7276,1380332.23565
1746230400,0.7285,0.7397,0.6755,0.722,530135.56571
1746316800,0.7219,0.7968,0.6862,0.7071,926626.93864
1746403200,0.7086,0.7319,0.6768,0.6819,784924.95059
1746489600,0.6817,0.694,0.5608,0.5904,1111158.65428
1746576000,0.6013,0.6207,0.546,0.589,477546.04634
1746662400,0.593,0.6837,0.5813,0.6637,501205.95252
1746748800,0.6637,0.9431,0.6556,0.8515,955178.50526
1746835200,0.8626,1.0229,0.7796,0.9291,629411.542
1746921600,0.9521,1.3871,0.9079,1.1258,954265.89156
1747008000,1.1166,1.3747,1.1046,1.2147,639196.30525
1747094400,1.2253,1.4449,1.12,1.3379,542639.01187
1747180800,1.3362,1.3597,1.1275,1.1449,601285.07262
1747267200,1.146,1.2085,1.0499,1.1147,274411.9059
1747353600,1.1068,1.2282,1.0455,1.0502,254243.14048
1747440000,1.0449,1.1121,0.8951,0.9023,297941.81087
1747526400,0.8997,1.0553,0.8991,1.0277,315348.06815
1747612800,1.021,1.0254,0.8138,0.8897,548260.87032
1747699200,0.8862,0.92,0.8335,0.8475,247713.68475
1747785600,0.8556,1.1114,0.8556,1.0232,273069.25086
1747872000,1.0192,1.1897,1.0111,1.169,319541.1518
1747958400,1.1721,1.2449,1.0151,1.0756,510972.42152
1748044800,1.0891,1.14,0.9679,0.9939,150791.16116
1748131200,0.9933,1.0238,0.9248,0.9964,113961.45423
1748217600,0.9928,1.1043,0.9209,0.9292,233647.99402
1748304000,0.9244,0.9756,0.8945,0.9179,303408.43306
1748390400,0.9133,0.9206,0.8461,0.871,245370.54214
1748476800,0.8727,0.9264,0.8552,0.874,137162.34701
1748563200,0.872,0.878,0.6829,0.7044,396403.06876
1748649600,0.6994,0.721,0.6612,0.714,122207.47745
1748736000,0.7156,0.7675,0.7156,0.7633,113674.63434
1748822400,0.7484,0.7973,0.7,0.7973,103109.25864
1748908800,0.7916,0.8333,0.7437,0.7437,196424.89374
1748995200,0.7528,0.764,0.6775,0.681,166392.39273
1749081600,0.681,0.7293,0.6468,0.6649,346526.24244
1749168000,0.6671,0.6976,0.6316,0.6466,409062.27566
1749254400,0.6482,0.7147,0.6481,0.7028,70696.98103
1749340800,0.701,0.701,0.6544,0.6701,324112.55948
1749427200,0.6683,0.6848,0.6358,0.677,130886.86389
1749513600,0.6704,0.8012,0.6468,0.7416,706100.36586
1749600000,0.7389,0.7414,0.6601,0.6688,376561.08061
1749686400,0.6686,0.6686,0.5063,0.5083,1011981.27631
1749772800,0.5103,0.5815,0.4689,0.5804,1031191.36243
1749859200,0.581,0.581,0.5254,0.5331,355420.16954
1749945600,0.5366,0.5536,0.5085,0.5226,433748.18615
