timestamp,open,high,low,close,volume
1737590400,1.25,1.25,0.8752,0.8957,423242.89872
1737676800,0.964,0.9799,0.7947,0.8063,660280.09337
1737763200,0.8063,0.92,0.7678,0.8253,339152.3892
1737849600,0.8207,0.9175,0.7549,0.7648,283654.24476
1737936000,0.7582,0.8219,0.608,0.7135,1398648.40706
1738022400,0.7167,0.7998,0.5495,0.5651,448583.50897
1738108800,0.5652,0.7522,0.5618,0.6251,1525196.3111
1738195200,0.6253,0.7372,0.595,0.6317,564070.01202
1738281600,0.6268,0.6914,0.5939,0.6,976179.9843
1738368000,0.5966,0.6191,0.425,0.4286,1460410.70392
1738454400,0.4387,0.4527,0.3772,0.4142,1104215.25891
1738540800,0.4177,0.48,0.2542,0.4545,1631356.57445
1738627200,0.4523,0.4532,0.3573,0.3619,624043.68003
1738713600,0.3672,0.3936,0.3146,0.3247,555967.77128
1738800000,0.3256,0.3404,0.2634,0.2917,2146908.8637
1738886400,0.2952,0.3879,0.2836,0.3029,1522279.84107
1738972800,0.304,0.35,0.2997,0.3388,1409941.54612
1739059200,0.3393,0.3937,0.3299,0.3634,1654627.88005
1739145600,0.3664,0.4666,0.3587,0.3986,1718461.73554
1739232000,0.3968,0.6256,0.3935,0.5375,6534544.13259
1739318400,0.5349,0.5876,0.3844,0.5479,7387784.75737
1739404800,0.5495,0.5515,0.4481,0.4576,2486402.2522
1739491200,0.459,0.5242,0.4412,0.489,2268950.92847
1739577600,0.4901,0.4901,0.4128,0.4252,2043557.88245
1739664000,0.4251,0.4357,0.3618,0.3956,871734.53757
1739750400,0.398,0.4101,0.3407,0.3573,1620526.71739
1739836800,0.3576,0.3628,0.2842,0.3165,1552088.4493
1739923200,0.3167,0.3243,0.2885,0.3063,1053602.03215
1740009600,0.3065,0.3662,0.3014,0.3625,1799082.18867
1740096000,0.3617,0.4138,0.333,0.3412,2364637.66434
1740182400,0.3374,0.4186,0.3374,0.3928,2539971.71764
1740268800,0.3899,0.3968,0.3374,0.3538,1826025.65035
1740355200,0.355,0.3648,0.2886,0.3001,2101245.2177
1740441600,0.3026,0.3312,0.2716,0.3206,2539331.61959
1740528000,0.3211,0.3762,0.301,0.3585,1972129.33551
1740614400,0.3616,0.3731,0.3358,0.3483,1683298.12781
1740700800,0.3495,0.4122,0.3149,0.4033,2925463.60737
1740787200,0.4043,0.4141,0.3495,0.3601,3254147.14834
1740873600,0.3616,0.455,0.3461,0.4432,1985794.49716
1740960000,0.4416,0.4434,0.3192,0.322,2834507.87378
1741046400,0.3207,0.331,0.277,0.2972,3303896.7858
1741132800,0.2969,0.3128,0.2845,0.2911,1194461.78187
1741219200,0.2928,0.3019,0.2589,0.2619,1232141.93349
1741305600,0.2635,0.2703,0.226,0.2287,1328544.71345
1741392000,0.2297,0.2412,0.202,0.204,1253194.13044
1741478400,0.2071,0.2172,0.1914,0.1928,7786596.31669
1741564800,0.1965,0.2032,0.1763,0.1811,3436667.06838
1741651200,0.1808,0.1847,0.1589,0.1686,1850640.70723
1741737600,0.1688,0.18,0.1594,0.176,1287947.32701
1741824000,0.1752,0.1948,0.1656,0.1749,2018815.63631
1741910400,0.1746,0.2033,0.1743,0.1847,1200704.58995
1741996800,0.1862,0.2044,0.1832,0.1968,1059557.0514
1742083200,0.1996,0.2258,0.1912,0.1956,1929121.09424
1742169600,0.1996,0.2085,0.1917,0.2021,655088.6933
1742256000,0.2024,0.2024,0.1636,0.172,1351704.28704
1742342400,0.1705,0.1934,0.1694,0.1906,1818210.81014
1742428800,0.1928,0.1978,0.1798,0.1847,1048027.30551
1742515200,0.1866,0.1994,0.171,0.1958,814707.73105
1742601600,0.1969,0.2036,0.1924,0.1996,757766.44852
1742688000,0.1985,0.2049,0.185,0.1991,531762.76586
1742774400,0.1981,0.2263,0.1904,0.2007,1476482.14284
1742860800,0.2003,0.2185,0.1931,0.2104,1284419.27714
1742947200,0.2091,0.2255,0.1808,0.1856,1711135.75178
1743033600,0.1857,0.202,0.1857,0.1988,1321160.0443
1743120000,0.1993,0.2086,0.171,0.1783,2170034.34118
1743206400,0.1785,0.1808,0.1539,0.1579,1095563.35517
1743292800,0.1573,0.1665,0.1551,0.1595,741527.63892
1743379200,0.1608,0.1686,0.157,0.1651,822280.99371
1743465600,0.1646,0.2089,0.1637,0.1951,2085325.25283
1743552000,0.193,0.1976,0.1675,0.171,1128320.05879
1743638400,0.1713,0.181,0.1448,0.1579,1672444.78997
1743724800,0.1573,0.1576,0.1326,0.1433,2208254.41116
1743811200,0.1433,0.1464,0.1184,0.1277,2818099.40187
1743897600,0.1273,0.1273,0.1035,0.1088,3199486.51584
1743984000,0.1084,0.1233,0.0989,0.1132,2876163.63625
1744070400,0.1134,0.1212,0.1042,0.1047,1007608.5376
1744156800,0.1046,0.1375,0.1002,0.1277,2049217.19087
1744243200,0.1281,0.1373,0.1205,0.1341,2904075.67249
1744329600,0.1343,0.1446,0.1271,0.1343,2079865.77824
1744416000,0.133,0.1561,0.1289,0.1541,2511222.76166
1744502400,0.1527,0.1576,0.1274,0.1346,1781840.7937
1744588800,0.134,0.1437,0.1297,0.1336,1404065.59896
