Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,SMA_50,SMA_200,VOL_SMA_20
2018-01-24,58.21536636352539,58.99867069994239,58.022025906533116,58.89578735165529,37128000,56.728430557250974,55.28570785522461,53.41949508666992,49.08278888702392,28246500.0
2018-01-25,58.7546272277832,58.89677626868036,58.24269804920715,58.68355460331244,29984000,57.08628463745117,55.574699592590335,53.55666236877441,49.16739149093628,28826900.0
2018-01-26,59.02401351928711,59.02401351928711,58.05333730750121,59.02252328067271,42170000,57.46158409118652,55.8912015914917,53.70214981079101,49.25379331588745,29819200.0
2018-01-29,58.9703369140625,59.54290326003664,58.85005608029781,59.045884046820824,31494000,57.7390697479248,56.21558132171631,53.8461264038086,49.33953411102295,30399700.0
2018-01-30,58.517547607421875,59.042399746029126,58.3753985732343,58.534945099055044,37338000,57.97102851867676,56.52365856170654,53.9862459564209,49.42332906723023,31086300.0
2018-01-31,58.75860595703125,58.962385656223866,58.25562199351424,58.837630313770624,36022000,58.185343170166014,56.794558906555174,54.119198608398435,49.50461408615112,31299100.0
2018-02-01,58.727291107177734,59.018547427996964,58.11943682599137,58.44896156313821,73514000,58.412083053588866,57.01839122772217,54.2640299987793,49.58602582931518,33408900.0
2018-02-02,55.62638473510742,56.227777477273136,55.22727764288195,56.03493379614689,117842000,58.29130668640137,57.07664165496826,54.348065872192386,49.651306800842285,37998400.0
2018-02-05,52.80282211303711,55.417144172377625,52.52200884296614,54.70242880178122,83550000,57.78549003601074,56.95760555267334,54.360083770751956,49.701582775115966,40663400.0
2018-02-06,53.89825439453125,54.04487415089542,51.19347519585492,51.3907933989834,76630000,57.329524993896484,56.8835994720459,54.39240005493164,49.75761672973633,43262700.0
2018-02-07,52.455902099609375,54.00262556399122,52.41663640081931,53.9250914506971,51942000,56.75357856750488,56.74100456237793,54.39129661560059,49.801473712921144,44519400.0
2018-02-08,50.08512496948242,52.87936401239792,49.93552094259068,52.67757509163033,66792000,55.88662834167481,56.48645648956299,54.32737998962402,49.83101404190064,46822300.0
2018-02-09,52.001625061035156,52.272499603342936,49.552810596970026,50.98820222766436,98360000,55.18438949584961,56.32298679351807,54.310461349487305,49.87006235122681,50619100.0
2018-02-12,52.413658142089844,52.96087525770654,51.962862873995164,52.51852846673467,56240000,54.52872161865234,56.13389568328857,54.32753898620606,49.91059923171997,51501800.0
2018-02-13,52.392784118652344,52.74467381294293,52.03393618570592,52.18701743613438,31586000,53.91624526977539,55.943636894226074,54.3454019165039,49.94281105041504,51258000.0
2018-02-14,53.31524658203125,53.452921109337275,52.177075979419804,52.40172658937706,41304000,53.37190933227539,55.7786262512207,54.39274787902832,49.97757255554199,51931700.0
2018-02-15,54.2426872253418,54.378871515106866,53.04337891621364,53.84954486319156,37396000,52.923448944091795,55.66776599884033,54.47176399230957,50.015910110473634,52426600.0
2018-02-16,54.448455810546875,55.08513653693195,54.25213109968489,54.34308494746052,39948000,52.805656051635744,55.54848136901855,54.54721168518066,50.05245347976685,52896400.0
2018-02-20,54.85054397583008,55.48175670870799,54.17509428809936,54.312272076437715,33754000,53.010428237915036,55.39795913696289,54.61765922546387,50.089449100494384,53106600.0
2018-02-21,55.35551071166992,56.47132012658485,55.045370472911024,55.12439861503251,41486000,53.15615386962891,55.2428394317627,54.686426620483395,50.13007293701172,53224000.0
2018-02-22,55.164161682128906,55.93752346032206,54.92807831309107,55.62489946576778,28010000,53.42697982788086,55.09027919769287,54.746585845947266,50.16765007019043,52768100.0
2018-02-23,56.068241119384766,56.11347156790341,55.091600157055055,55.59955159328204,25292000,54.025291442871094,54.95595989227295,54.82225204467773,50.21023963928223,52533500.0
2018-02-26,56.84408950805664,56.86893819386203,56.13036760323586,56.25561590052749,30912000,54.509537887573245,54.84696369171142,54.91661605834961,50.257173175811765,51970600.0
2018-02-27,55.54239273071289,56.87142387051713,55.50660804578497,56.84408766264965,42964000,54.822411346435544,54.67556648254394,54.98234191894531,50.29733728408814,52544100.0
2018-02-28,54.866943359375,56.04637048168498,54.82121995858662,55.765553416766714,49292000,55.069827270507815,54.4930362701416,55.028515014648434,50.33431053161621,53141800.0
2018-03-01,53.251136779785156,55.23225546219297,53.04636358279445,55.146272864478725,55338000,55.0634162902832,54.2176628112793,55.02792861938477,50.362190837860105,54107600.0
2018-03-02,53.88383865356445,54.02051968783795,52.19248242758911,52.583634008346884,50162000,55.027531433105466,53.975490188598634,55.02698425292969,50.39189517974854,52940000.0
2018-03-05,54.41167068481445,54.73075614878026,53.29387427666091,53.58513057986181,28648000,55.02385292053223,53.914754486083986,55.041874923706054,50.42981525421143,48480300.0
2018-03-06,54.71683883666992,54.95193248468045,54.39874686988049,54.7764825024262,23382000,55.01048240661621,54.01045532226563,55.069051818847655,50.46719106674195,45471900.0
2018-03-07,55.41962814331055,55.47728482807082,54.17061864294365,54.31525141309337,30748000,55.01689414978027,54.08652400970459,55.11297836303711,50.5070495223999,43177800.0
2018-03-08,56.13235855102539,56.23474135566294,55.5269879869822,55.5269879869822,33862000,55.11371383666992,54.27034683227539,55.17313758850098,50.548130645751954,42273800.0
2018-03-09,57.695980072021484,57.70393180331851,56.37639462402864,56.63533970119199,42662000,55.27648773193359,54.65088958740235,55.26756134033203,50.595419540405274,41067300.0
2018-03-12,57.94895935058594,58.55681360527946,57.61446337417266,57.905219144174936,44306000,55.38697471618652,54.94825630187988,55.37266105651855,50.642218856811525,38364600.0
2018-03-13,56.65571212768555,58.54886103970121,56.3903055838225,58.24219802085202,43140000,55.49830665588379,55.16035900115967,55.45612045288086,50.67901065826416,37709600.0
2018-03-14,57.1020393371582,57.64229821120022,56.776989111211506,56.94846134342193,41870000,55.72181625366211,55.395821762084964,55.55104118347168,50.717683715820314,38223800.0
2018-03-15,57.187522888183594,57.77848018486501,56.44448163437811,57.135834743481716,33382000,56.115454864501956,55.58943557739258,55.62797966003418,50.75606351852417,37827700.0
2018-03-16,56.382850646972656,57.495675805463875,56.23076289879817,57.42311294645653,58656000,56.365356063842775,55.696443748474124,55.670623779296875,50.79267642974853,38890700.0
2018-03-19,54.67559814453125,55.634841650244105,54.12141895433363,55.55482379637503,63656000,56.39174880981445,55.70780086517334,55.67490821838379,50.820454864501954,40076100.0
2018-03-20,54.4633674621582,54.94796044704399,53.79835322275647,54.59258973015725,54598000,56.36640167236328,55.68844203948974,55.66050468444824,50.84522632598877,41118300.0
2018-03-21,54.373905181884766,55.10452406558614,54.0364286959101,54.30283255354904,44898000,56.2618293762207,55.63936176300049,55.640415267944334,50.86762203216553,41288900.0
2018-03-22,52.34357833862305,53.8729043564547,52.169121838622104,53.678570425345335,69312000,55.88295135498047,55.4983325958252,55.581130828857425,50.88165538787842,43354000.0
2018-03-23,51.021507263183594,53.02101688343725,50.93800839851188,52.25511008579325,49880000,55.21550407409668,55.245995903015135,55.49803924560547,50.8878805732727,44583400.0
2018-03-26,52.390296936035156,52.64775555992921,50.22776735468965,52.216837714705335,65984000,54.6596378326416,55.02330627441406,55.4404248046875,50.90025884628296,46337000.0
2018-03-27,50.04684829711914,52.90967977073301,49.583626826229114,52.877869057488006,60816000,53.99875144958496,54.748529052734376,55.31745216369629,50.90940895080566,47229600.0
2018-03-28,49.95937728881836,50.94397376805064,48.90669245207533,49.796854065221204,77698000,53.284485244750975,54.50315074920654,55.192680511474606,50.920186824798584,48649900.0
2018-03-29,51.547847747802734,52.090097393652826,49.90271540967147,50.25907960175081,69338000,52.72051773071289,54.41798629760742,55.09132827758789,50.936747493743894,49349900.0
2018-04-02,50.32965850830078,51.66664144984556,49.416138438054965,51.07469060676779,65068000,52.1151985168457,54.24027729034424,54.96872360229492,50.94785587310791,50095200.0
2018-04-03,50.630348205566406,50.944466209737804,49.5652372198148,50.50460317144767,51322000,51.71067352294922,54.05121116638183,54.844647598266604,50.96239366531372,51228900.0
2018-04-04,51.178565979003906,51.32916349903809,49.5284623350267,49.613948183991845,50724000,51.382193374633786,53.874297523498534,54.71099914550781,50.98006019592285,52596000.0
2018-04-05,51.324195861816406,52.02350079463139,50.89477201803996,52.00759733136736,35836000,51.077222442626955,53.669525909423825,54.568324966430666,50.994329624176025,52850400.0
2018-04-06,50.19645690917969,51.491189838828895,50.01255843479986,50.85003459740025,40134000,50.86251029968262,53.372730827331544,54.40794677734375,51.004508590698244,53164000.0
2018-04-09,50.700435638427734,51.91813122723381,50.65619868240732,50.69794811544219,33220000,50.83040313720703,53.02295360565186,54.24686294555664,51.014821758270266,52691900.0
2018-04-10,51.51604461669922,51.75014101076049,50.46783047064348,51.205904340131994,36620000,50.742977905273435,52.70130786895752,54.09670356750488,51.029702548980715,52307600.0
2018-04-11,50.94744873046875,51.484727125389504,50.65619620587564,51.29238017832689,34060000,50.8330379486084,52.41589469909668,53.93624580383301,51.039386940002444,51853600.0
2018-04-12,51.55530548095703,51.92111166189601,50.996659389459715,51.26604371914165,32896000,50.99263076782226,52.13855800628662,53.79700096130371,51.055589752197264,51404900.0
2018-04-13,51.4931755065918,52.33512615535484,51.20043274399854,52.0324446771911,25410000,50.98716354370117,51.85384063720703,53.65169235229492,51.077446136474606,51006300.0
2018-04-16,51.99318313598633,52.25809296582503,51.38781254732558,51.96584692603647,29776000,51.15351600646973,51.63435726165771,53.51701019287109,51.098591842651366,49562300.0
2018-04-17,53.646263122558594,53.92658343904779,52.539402663684776,52.743679102908175,54584000,51.45510749816894,51.58289051055908,53.47740776062012,51.133765888214114,49108700.0
2018-04-18,53.44894790649414,53.77747534935068,53.206899801362226,53.628868612289025,31126000,51.68214569091797,51.53216953277588,53.49033027648926,51.169976215362546,47935100.0
2018-04-19,54.14775848388672,54.548355851738364,53.13234858684274,53.13234858684274,39884000,51.964501953125,51.52086219787598,53.495320358276366,51.21222038269043,47684400.0
2018-04-20,53.54487228393555,54.41117484780803,53.28542669034655,53.89030046791669,42434000,52.299343490600585,51.5809268951416,53.51709976196289,51.24826919555664,46340500.0
2018-04-23,53.370418548583984,54.07569196773654,53.016045123310406,53.82618507654327,69590000,52.56634178161621,51.69837245941162,53.58280563354492,51.28458143234253,47326000.0
2018-04-24,50.82717514038086,52.90719943045034,50.34109190483127,52.64427658819286,128220000,52.49745483398438,51.620216369628906,53.559316635131836,51.3049169921875,50437800.0
2018-04-25,50.84457015991211,51.49467062184591,50.547349091519905,51.18055259904128,57860000,52.48716697692871,51.660102462768556,53.527934875488285,51.322807216644286,50290000.0
2018-04-26,51.85450744628906,52.28741223363869,50.718320081284716,51.35301377108004,50926000,52.51708717346192,51.75485897064209,53.517169342041015,51.34511838912964,48951400.0
2018-04-27,51.26504135131836,52.271505943293725,51.07319495219466,51.96534346498157,40746000,52.49427375793457,51.74071865081787,53.476165237426756,51.36097078323364,47521800.0
2018-04-30,50.625389099121094,51.60898837321409,50.61147262038466,51.41266743217289,34492000,52.35749435424805,51.75550518035889,53.40381927490235,51.373329181671146,45993000.0
2018-05-01,51.727272033691406,51.77597970323424,50.22925618623577,50.512060234075776,35326000,52.16559524536133,51.81035137176514,53.34939559936524,51.38919403076172,45193200.0
2018-05-02,50.99666213989258,51.88781729679729,50.85302284767111,51.391791536092704,34698000,51.92036666870117,51.80125617980957,53.27231796264648,51.401641902923586,44391900.0
2018-05-03,51.00907897949219,51.22727189409114,50.09406872816757,50.96285883323045,39282000,51.60649871826172,51.78550033569336,53.18538932800293,51.41142074584961,44564200.0
2018-05-04,52.236717224121094,52.28045743163193,50.599039868230605,50.676573983789694,36892000,51.47568321228027,51.88751335144043,53.12684043884278,51.425891456604006,44402100.0
2018-05-07,52.657196044921875,52.9325451080232,52.20043603451245,52.38035674327428,34400000,51.404360961914065,51.985351371765134,53.058619537353515,51.4426086807251,44461100.0
2018-05-08,52.613956451416016,52.943977930669085,52.268528256584716,52.91365745373982,26030000,51.583039093017575,52.04024696350098,52.9740168762207,51.45869966506958,43931600.0
2018-05-09,54.122901916503906,54.37389902915736,52.7889033783098,52.88781274328521,47160000,51.910872268676755,52.19901962280274,52.94562705993653,51.48122455596924,44586600.0
2018-05-10,54.94398498535156,55.13981296427099,54.36794137956555,54.42360729228435,36414000,52.21982002258301,52.36845359802246,52.94716789245606,51.51513122558594,44762500.0
2018-05-11,54.84010314941406,55.11992671814422,54.53394065735139,54.69248990330289,30504000,52.57732620239258,52.535799980163574,52.978947219848635,51.5494429397583,45017200.0
2018-05-14,55.00014877319336,55.57420536628867,54.91068516180476,54.94895357896806,39338000,53.01480216979981,52.68614826202393,53.00127342224121,51.58773580551147,45495300.0
2018-05-15,53.92012405395508,54.62837796155574,53.61743877160701,54.51803963368327,35738000,53.23408737182617,52.69984130859375,52.99144248962402,51.6191822052002,44553000.0
