Price,Close,High,Low,Open,Volume
Ticker,BAC,BAC,BAC,BAC,BAC
Datetime,,,,,
2025-05-30 13:30:00+00:00,44.01499938964844,44.22999954223633,43.91999816894531,44.189998626708984,0
2025-05-30 13:35:00+00:00,43.86009979248047,44.02000045776367,43.86009979248047,44.0099983215332,427788
2025-05-30 13:40:00+00:00,43.8849983215332,43.90999984741211,43.849998474121094,43.869998931884766,175993
2025-05-30 13:45:00+00:00,43.91999816894531,43.974998474121094,43.869998931884766,43.8849983215332,250598
2025-05-30 13:50:00+00:00,43.94160079956055,43.94499969482422,43.850101470947266,43.90999984741211,270982
2025-05-30 13:55:00+00:00,43.839698791503906,43.94499969482422,43.83000183105469,43.939998626708984,214451
2025-05-30 14:00:00+00:00,43.9900016784668,43.994998931884766,43.84000015258789,43.84000015258789,469769
2025-05-30 14:05:00+00:00,44.064998626708984,44.06999969482422,43.98500061035156,43.98500061035156,351379
2025-05-30 14:10:00+00:00,44.099998474121094,44.10499954223633,44.029998779296875,44.064998626708984,301471
2025-05-30 14:15:00+00:00,44.1150016784668,44.137699127197266,44.08000183105469,44.095001220703125,221529
2025-05-30 14:20:00+00:00,44.05500030517578,44.1150016784668,44.04999923706055,44.1150016784668,189491
2025-05-30 14:25:00+00:00,44.109901428222656,44.11000061035156,44.04999923706055,44.05009841918945,298760
2025-05-30 14:30:00+00:00,44.14799880981445,44.154998779296875,44.09000015258789,44.099998474121094,242484
2025-05-30 14:35:00+00:00,44.154998779296875,44.15999984741211,44.119998931884766,44.14500045776367,274222
2025-05-30 14:40:00+00:00,44.125,44.15999984741211,44.119998931884766,44.150001525878906,293113
2025-05-30 14:45:00+00:00,44.10499954223633,44.1349983215332,44.099998474121094,44.125,243455
2025-05-30 14:50:00+00:00,44.10499954223633,44.11000061035156,44.060001373291016,44.11000061035156,321344
2025-05-30 14:55:00+00:00,44.064998626708984,44.150001525878906,44.04999923706055,44.10499954223633,318988
2025-05-30 15:00:00+00:00,44.082698822021484,44.084999084472656,44.060001373291016,44.060001373291016,193745
2025-05-30 15:05:00+00:00,44.084999084472656,44.099998474121094,44.060001373291016,44.08000183105469,187972
2025-05-30 15:10:00+00:00,44.08000183105469,44.11000061035156,44.060001373291016,44.084999084472656,200166
2025-05-30 15:15:00+00:00,44.040000915527344,44.08000183105469,44.029998779296875,44.07500076293945,222921
2025-05-30 15:20:00+00:00,44.08000183105469,44.099998474121094,44.040000915527344,44.04499816894531,199622
2025-05-30 15:25:00+00:00,44.1150016784668,44.1349983215332,44.060001373291016,44.084999084472656,314646
2025-05-30 15:30:00+00:00,44.040000915527344,44.13999938964844,44.0099983215332,44.11000061035156,258573
2025-05-30 15:35:00+00:00,44.040000915527344,44.060001373291016,44.02000045776367,44.03499984741211,213554
2025-05-30 15:40:00+00:00,43.97269821166992,44.03499984741211,43.96500015258789,44.03499984741211,288080
2025-05-30 15:45:00+00:00,44.019901275634766,44.019901275634766,43.95000076293945,43.970001220703125,291862
2025-05-30 15:50:00+00:00,43.974998474121094,44.029998779296875,43.959999084472656,44.01499938964844,203598
2025-05-30 15:55:00+00:00,43.98189926147461,44.0099983215332,43.970001220703125,43.974998474121094,212238
2025-05-30 16:00:00+00:00,44.0098991394043,44.025001525878906,43.97999954223633,43.98500061035156,167254
2025-05-30 16:05:00+00:00,44.084999084472656,44.09000015258789,44.0,44.0,176050
2025-05-30 16:10:00+00:00,44.08000183105469,44.099998474121094,44.060001373291016,44.084999084472656,213288
2025-05-30 16:15:00+00:00,44.04970169067383,44.09000015258789,44.025001525878906,44.0817985534668,303901
2025-05-30 16:20:00+00:00,44.005001068115234,44.064998626708984,44.0,44.04499816894531,405499
2025-05-30 16:25:00+00:00,43.88999938964844,44.03499984741211,43.8650016784668,44.0,719684
