Price,Close,High,Low,Open,Volume
Ticker,BND,BND,BND,BND,BND
Datetime,,,,,
2025-05-28 13:30:00+00:00,72.43939971923828,72.44999694824219,72.41000366210938,72.4374008178711,0
2025-05-28 13:35:00+00:00,72.4365005493164,72.45999908447266,72.43499755859375,72.43499755859375,57988
2025-05-28 13:40:00+00:00,72.41500091552734,72.44000244140625,72.41000366210938,72.43499755859375,27799
2025-05-28 13:45:00+00:00,72.4000015258789,72.41799926757812,72.4000015258789,72.41010284423828,59496
2025-05-28 13:50:00+00:00,72.40499877929688,72.40989685058594,72.4000015258789,72.4093017578125,36123
2025-05-28 13:55:00+00:00,72.3550033569336,72.40499877929688,72.3550033569336,72.40499877929688,66457
2025-05-28 14:00:00+00:00,72.35710144042969,72.36000061035156,72.33999633789062,72.35369873046875,70308
2025-05-28 14:05:00+00:00,72.36990356445312,72.37999725341797,72.36000061035156,72.36000061035156,76729
2025-05-28 14:10:00+00:00,72.36409759521484,72.37000274658203,72.35320281982422,72.3550033569336,36088
2025-05-28 14:15:00+00:00,72.3550033569336,72.37999725341797,72.3550033569336,72.36109924316406,379031
2025-05-28 14:20:00+00:00,72.35649871826172,72.35990142822266,72.3499984741211,72.35569763183594,17911
2025-05-28 14:25:00+00:00,72.375,72.37999725341797,72.3499984741211,72.35649871826172,121743
2025-05-28 14:30:00+00:00,72.3761978149414,72.38990020751953,72.37000274658203,72.375,32301
2025-05-28 14:35:00+00:00,72.3550033569336,72.37000274658203,72.35469818115234,72.37000274658203,62560
2025-05-28 14:40:00+00:00,72.3550033569336,72.36540222167969,72.3499984741211,72.3550033569336,61507
2025-05-28 14:45:00+00:00,72.33499908447266,72.35980224609375,72.33000183105469,72.3550033569336,91538
2025-05-28 14:50:00+00:00,72.32630157470703,72.33999633789062,72.31999969482422,72.33499908447266,46330
2025-05-28 14:55:00+00:00,72.31500244140625,72.33989715576172,72.3145980834961,72.31999969482422,155624
2025-05-28 15:00:00+00:00,72.29499816894531,72.3156967163086,72.29499816894531,72.3156967163086,45300
2025-05-28 15:05:00+00:00,72.31500244140625,72.31500244140625,72.29000091552734,72.29419708251953,155350
2025-05-28 15:10:00+00:00,72.31990051269531,72.31999969482422,72.31500244140625,72.31500244140625,31906
2025-05-28 15:15:00+00:00,72.33999633789062,72.33999633789062,72.31500244140625,72.31829833984375,36881
2025-05-28 15:20:00+00:00,72.34529876708984,72.36000061035156,72.34410095214844,72.34989929199219,51054
2025-05-28 15:25:00+00:00,72.34500122070312,72.3499984741211,72.33000183105469,72.34200286865234,52459
2025-05-28 15:30:00+00:00,72.32499694824219,72.3499984741211,72.31999969482422,72.34989929199219,46523
2025-05-28 15:35:00+00:00,72.32499694824219,72.33999633789062,72.32230377197266,72.33000183105469,90715
2025-05-28 15:40:00+00:00,72.30500030517578,72.32649993896484,72.30010223388672,72.31999969482422,35898
2025-05-28 15:45:00+00:00,72.30500030517578,72.30999755859375,72.30000305175781,72.30500030517578,65224
2025-05-28 15:50:00+00:00,72.32499694824219,72.32759857177734,72.30000305175781,72.30000305175781,46979
2025-05-28 15:55:00+00:00,72.30349731445312,72.32759857177734,72.30010223388672,72.32759857177734,27023
2025-05-28 16:00:00+00:00,72.33000183105469,72.33000183105469,72.3030014038086,72.30770111083984,32258
2025-05-28 16:05:00+00:00,72.33499908447266,72.33999633789062,72.3239974975586,72.32499694824219,41337
2025-05-28 16:10:00+00:00,72.31999969482422,72.33989715576172,72.30500030517578,72.33989715576172,18313
2025-05-28 16:15:00+00:00,72.31999969482422,72.33000183105469,72.31999969482422,72.32260131835938,10502
2025-05-28 16:20:00+00:00,72.32009887695312,72.33000183105469,72.31999969482422,72.32649993896484,29782
2025-05-28 16:25:00+00:00,72.31009674072266,72.33000183105469,72.31009674072266,72.32499694824219,32656
