Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Datetime,,,,,
2025-05-29 16:30:00+00:00,140.64999389648438,140.72000122070312,140.4499969482422,140.57000732421875,0
2025-05-29 16:35:00+00:00,140.68499755859375,141.0500030517578,140.57009887695312,140.63999938964844,2735332
2025-05-29 16:40:00+00:00,140.64999389648438,140.82000732421875,140.55999755859375,140.6699981689453,1569356
2025-05-29 16:45:00+00:00,140.40499877929688,140.80999755859375,140.39999389648438,140.66000366210938,1778812
2025-05-29 16:50:00+00:00,140.36990356445312,140.5,140.27999877929688,140.40499877929688,1543690
2025-05-29 16:55:00+00:00,140.4550018310547,140.63999938964844,140.24000549316406,140.36500549316406,2220872
2025-05-29 17:00:00+00:00,140.28500366210938,140.61000061035156,140.25180053710938,140.44000244140625,1787892
2025-05-29 17:05:00+00:00,140.26499938964844,140.3800048828125,140.08009338378906,140.28500366210938,1899909
2025-05-29 17:10:00+00:00,140.11500549316406,140.38999938964844,140.07000732421875,140.25999450683594,1728811
2025-05-29 17:15:00+00:00,139.9949951171875,140.17999267578125,139.79730224609375,140.1125030517578,3228112
2025-05-29 17:20:00+00:00,139.99000549316406,140.2100067138672,139.89999389648438,139.9949951171875,2254798
2025-05-29 17:25:00+00:00,139.875,140.02020263671875,139.67999267578125,139.99000549316406,2242737
2025-05-29 17:30:00+00:00,139.76010131835938,139.99000549316406,139.7100067138672,139.87010192871094,1729174
2025-05-29 17:35:00+00:00,139.3699951171875,139.79849243164062,139.1103057861328,139.76499938964844,4056170
2025-05-29 17:40:00+00:00,139.1717071533203,139.58999633789062,139.125,139.3699951171875,2371382
2025-05-29 17:45:00+00:00,138.46009826660156,139.25999450683594,138.32000732421875,139.19000244140625,5027843
2025-05-29 17:50:00+00:00,138.8699951171875,139.05990600585938,138.44000244140625,138.45860290527344,3447417
2025-05-29 17:55:00+00:00,138.7899932861328,138.8699951171875,138.44000244140625,138.86500549316406,3977405
2025-05-29 18:00:00+00:00,138.9530029296875,138.97999572753906,138.59129333496094,138.7949981689453,2737596
2025-05-29 18:05:00+00:00,139.19000244140625,139.27999877929688,138.91009521484375,138.9499969482422,2876438
2025-05-29 18:10:00+00:00,139.27999877929688,139.48500061035156,139.05999755859375,139.19500732421875,2299072
2025-05-29 18:15:00+00:00,138.81500244140625,139.3300018310547,138.68179321289062,139.2899932861328,2815855
2025-05-29 18:20:00+00:00,137.97999572753906,138.81500244140625,137.91000366210938,138.81500244140625,4725508
2025-05-29 18:25:00+00:00,138.44419860839844,138.57000732421875,137.9600067138672,137.97999572753906,3064041
2025-05-29 18:30:00+00:00,138.93130493164062,138.99000549316406,138.44000244140625,138.44500732421875,2764786
2025-05-29 18:35:00+00:00,139.1555938720703,139.17999267578125,138.9199981689453,138.9342041015625,2245539
2025-05-29 18:40:00+00:00,139.0299072265625,139.1699981689453,138.8800048828125,139.16000366210938,2489697
2025-05-29 18:45:00+00:00,138.8354034423828,139.14999389648438,138.78500366210938,139.02499389648438,1684827
2025-05-29 18:50:00+00:00,139.28500366210938,139.3686981201172,138.8350067138672,138.8350067138672,2369545
2025-05-29 18:55:00+00:00,139.02499389648438,139.42999267578125,138.92999267578125,139.28500366210938,2713780
2025-05-29 19:00:00+00:00,139.31539916992188,139.3699951171875,138.92999267578125,139.01499938964844,2067858
2025-05-29 19:05:00+00:00,138.9600067138672,139.36000061035156,138.7301025390625,139.3249969482422,2579821
2025-05-29 19:10:00+00:00,138.86500549316406,139.139892578125,138.67999267578125,138.97000122070312,2814461
2025-05-29 19:15:00+00:00,139.13499450683594,139.21499633789062,138.67999267578125,138.86790466308594,2351133
2025-05-29 19:20:00+00:00,139.2050018310547,139.30999755859375,139.06129455566406,139.1300048828125,2451715
2025-05-29 19:25:00+00:00,138.91000366210938,139.2299041748047,138.75999450683594,139.1999969482422,2521000
