Price,Close,High,Low,Open,Volume
Ticker,PG,PG,PG,PG,PG
Datetime,,,,,
2025-05-28 16:30:00+00:00,167.75,167.77000427246094,167.6300048828125,167.6999969482422,0
2025-05-28 16:35:00+00:00,167.9362030029297,167.94000244140625,167.75,167.75,27006
2025-05-28 16:40:00+00:00,168.08999633789062,168.1300048828125,167.9550018310547,167.97000122070312,30136
2025-05-28 16:45:00+00:00,168.07000732421875,168.13999938964844,168.0,168.0800018310547,26725
2025-05-28 16:50:00+00:00,167.97500610351562,168.11000061035156,167.96499633789062,168.0800018310547,27496
2025-05-28 16:55:00+00:00,168.02999877929688,168.07000732421875,167.92999267578125,167.9499969482422,20191
2025-05-28 17:00:00+00:00,168.00999450683594,168.0800018310547,167.92999267578125,168.02999877929688,29258
2025-05-28 17:05:00+00:00,168.0,168.05999755859375,167.91000366210938,168.02000427246094,28817
2025-05-28 17:10:00+00:00,168.08999633789062,168.08999633789062,167.99000549316406,168.00039672851562,36454
2025-05-28 17:15:00+00:00,168.1699981689453,168.17999267578125,168.07000732421875,168.07000732421875,23736
2025-05-28 17:20:00+00:00,168.02999877929688,168.1699981689453,168.0,168.1699981689453,27866
2025-05-28 17:25:00+00:00,167.9199981689453,168.0500030517578,167.9199981689453,168.02499389648438,22668
2025-05-28 17:30:00+00:00,167.89999389648438,167.97999572753906,167.85479736328125,167.94500732421875,27419
2025-05-28 17:35:00+00:00,167.74000549316406,167.91000366210938,167.7100067138672,167.88999938964844,28400
2025-05-28 17:40:00+00:00,167.6199951171875,167.77000427246094,167.58999633789062,167.7449951171875,26672
2025-05-28 17:45:00+00:00,167.74000549316406,167.7501983642578,167.625,167.6300048828125,25850
2025-05-28 17:50:00+00:00,167.69500732421875,167.72999572753906,167.63999938964844,167.72000122070312,22197
2025-05-28 17:55:00+00:00,167.55999755859375,167.75,167.5399932861328,167.69000244140625,40537
2025-05-28 18:00:00+00:00,167.72500610351562,167.8000030517578,167.5399932861328,167.5399932861328,45097
2025-05-28 18:05:00+00:00,167.44500732421875,167.72000122070312,167.4320068359375,167.7100067138672,39446
2025-05-28 18:10:00+00:00,167.5050048828125,167.60519409179688,167.39999389648438,167.4499969482422,40754
2025-05-28 18:15:00+00:00,167.44000244140625,167.50999450683594,167.35000610351562,167.5050048828125,36946
2025-05-28 18:20:00+00:00,167.44500732421875,167.47999572753906,167.36000061035156,167.44000244140625,33554
2025-05-28 18:25:00+00:00,167.5500030517578,167.5500030517578,167.44500732421875,167.44500732421875,37447
2025-05-28 18:30:00+00:00,167.5399932861328,167.66000366210938,167.52999877929688,167.55999755859375,41664
2025-05-28 18:35:00+00:00,167.4600067138672,167.58999633789062,167.4199981689453,167.52999877929688,34367
2025-05-28 18:40:00+00:00,167.4499969482422,167.52780151367188,167.42999267578125,167.4499969482422,46108
2025-05-28 18:45:00+00:00,167.44000244140625,167.5084991455078,167.41000366210938,167.47999572753906,33398
2025-05-28 18:50:00+00:00,167.3000030517578,167.4499969482422,167.05999755859375,167.42999267578125,53755
2025-05-28 18:55:00+00:00,167.59500122070312,167.66000366210938,167.2949981689453,167.2949981689453,76888
2025-05-28 19:00:00+00:00,167.61000061035156,167.6300048828125,167.47999572753906,167.5800018310547,46175
2025-05-28 19:05:00+00:00,167.74000549316406,167.86000061035156,167.5924072265625,167.61000061035156,57028
2025-05-28 19:10:00+00:00,167.66000366210938,167.82000732421875,167.55999755859375,167.75,68605
2025-05-28 19:15:00+00:00,167.7899932861328,167.86500549316406,167.61000061035156,167.63999938964844,65142
2025-05-28 19:20:00+00:00,167.6999969482422,167.7899932861328,167.6510009765625,167.77000427246094,70030
2025-05-28 19:25:00+00:00,167.64999389648438,167.7100067138672,167.5399932861328,167.67999267578125,66068
