Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,SMA_50,VOL_SMA_20
2019-09-09,66.18728637695312,68.60577120394088,65.75116418746794,68.58991463599439,12040786,68.18631210327149,67.92939949035645,66.7661450958252,7891214.65
2019-09-10,64.77584838867188,65.33091079185706,62.52387929401108,65.33091079185706,18087432,67.85406494140625,67.7973731994629,66.73188987731933,8357490.8
2019-09-11,65.75117492675781,65.90183453717594,64.72033933958932,64.91064988648665,10602197,67.647900390625,67.67208671569824,66.70286796569825,8466917.75
2019-09-12,66.06043243408203,66.67100239420664,65.648098156576,66.19522914781068,8416698,67.39653701782227,67.66851921081543,66.66797843933105,8317195.25
2019-09-13,65.94071197509766,66.70699423295453,65.54958348727439,66.22806542845832,7521496,67.11417083740234,67.65658645629883,66.60865058898926,8216089.45
2019-09-16,65.47770690917969,65.8129524091078,65.20630918531921,65.8129524091078,6191270,66.80532836914062,67.5580680847168,66.560679397583,8067839.4
2019-09-17,65.86087799072266,66.65111261449898,65.55755625454864,65.55755625454864,7375405,66.5205307006836,67.43390808105468,66.54511131286621,8053848.6
2019-09-18,66.2679672241211,66.47550448893782,65.75710822833449,65.9885916096895,6943734,66.32401809692382,67.35151023864746,66.52468086242676,8092205.4
2019-09-19,67.02627563476562,67.28968931496118,66.15621845567374,66.2679712611452,6922774,66.19937133789062,67.25707206726074,66.52005119323731,8114040.5
2019-09-20,67.97614288330078,68.54287182690832,67.30563893774433,67.64089091052256,23631247,66.13244247436523,67.21766052246093,66.59499946594238,8966164.05
2019-09-23,67.33757781982422,68.02404380141675,67.32160948722589,67.77659208618785,8909572,66.24747161865234,67.21689186096191,66.67731765747071,8881207.95
2019-09-24,66.73091888427734,67.75263674233355,66.56329609041404,67.48922949483408,9377085,66.44297866821289,67.14852180480958,66.72799621582031,9047970.95
2019-09-25,66.33180236816406,67.07414453223011,66.21207181983903,66.62714623033303,7290936,66.50104141235352,67.07447090148926,66.7607014465332,9086165.3
2019-09-26,66.95443725585938,67.12206008177661,66.28393318773526,66.74689997847679,8104918,66.59044189453125,66.99348945617676,66.80062591552735,9183414.5
2019-09-27,66.18016052246094,67.04223348203958,65.91674685839021,66.95443318216748,7827093,66.61438674926758,66.86427879333496,66.81285339355469,9258718.55
2019-09-30,67.19388580322266,67.92825030273906,66.41961962419767,66.41961962419767,9806974,66.78600463867187,66.79566650390625,66.86597198486328,9409310.9
2019-10-01,66.73892211914062,67.52915685188961,66.68304571114489,67.19390478614335,7050001,66.87380905151367,66.69716987609863,66.91284591674804,9427016.85
2019-10-02,65.15045928955078,66.41962901262677,64.28838631773762,66.30787621241024,8762433,66.76205825805664,66.54303817749023,66.91494583129882,9471735.0
2019-10-03,66.04447174072266,66.15622455649981,65.15845252866791,65.3979201129497,5790095,66.66387786865235,66.43162460327149,66.93936660766602,9384992.05
2019-10-04,67.84842681884766,67.94421127141183,66.37970422321636,66.58724145858962,7504518,66.65110626220704,66.39177436828614,66.9998664855957,9407833.2
2019-10-07,67.36154174804688,67.93625508232418,67.01032768919802,67.87240088172845,5086154,66.6535026550293,66.45048713684082,67.05570358276367,9060101.6
2019-10-08,66.48348236083984,67.37748560464806,66.31585954485021,66.88259494071768,6416694,66.62875900268554,66.53586883544922,67.07716873168945,8476564.7
2019-10-09,67.19388580322266,67.44133748554944,66.6750490895356,67.1859080202115,4660875,66.7149673461914,66.60800437927246,67.10047286987304,8179498.6
2019-10-10,66.85865020751953,67.72870743581451,66.72295765860495,67.161978356349,8580290,66.70538864135742,66.64791526794434,67.12151214599609,8187678.2
2019-10-11,67.32161712646484,68.19965852328129,67.2577629355075,67.28969322210017,6229626,66.81953430175781,66.71696052551269,67.1407095336914,8123084.7
2019-10-14,67.60098266601562,67.93623466953969,67.2816989945142,67.34555317592367,5513214,66.86024398803711,66.8231243133545,67.15312454223633,8089181.9
2019-10-15,67.88035583496094,67.92825444708224,67.52116411075221,67.76860942594938,5205102,66.97438735961914,66.92409820556641,67.19253646850586,7980666.75
2019-10-16,67.40941619873047,67.92027519755108,67.38547008204996,67.89632908087056,5686134,67.20028305053711,66.98117065429688,67.20302276611328,7917786.75
2019-10-17,66.89055633544922,67.56904436388699,66.84266411404373,67.3854532603488,7178486,67.28489151000977,66.97438468933106,67.20471801757813,7930572.35
2019-10-18,67.5929946899414,67.77657942270295,66.77881411082129,66.81872217040613,7883056,67.25934829711915,66.95522727966309,67.2128498840332,7143162.8
2019-10-21,67.46527862548828,67.89631501869172,67.11406473209674,67.8244766835288,5352136,67.26972198486328,66.96161231994628,67.20589904785156,6965291.0
2019-10-22,64.89502716064453,65.9965611482371,64.0568940398372,65.45377831969847,18629038,67.11087646484376,66.86981773376465,67.15547210693359,7427888.65
2019-10-23,66.14822387695312,66.14822387695312,64.78327621928428,64.8870448416806,8511961,67.0063102722168,66.8606388092041,67.11329849243164,7488939.9
2019-10-24,65.91673278808594,66.76284361677895,65.4856964003038,66.33979139354537,5232769,66.91211853027343,66.80875358581542,67.10899749755859,7345332.45
2019-10-25,65.66132354736328,66.13227452056375,65.4777387640684,65.66930771436839,7868384,66.74608917236328,66.78281173706054,67.09863662719727,7347397.0
2019-10-28,65.6134033203125,66.62714319063309,64.1287190599155,66.03646187546896,15557665,66.54733123779297,66.70378761291504,67.0619432067871,7634931.55
