Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,SMA_50,VOL_SMA_20
2020-06-30,435.30999755859375,436.9100036621094,423.8599853515625,426.67999267578125,2944700,429.6210021972656,413.6905029296875,383.1008026123047,3304345.0
2020-07-01,439.80999755859375,442.04998779296875,433.6199951171875,434.79998779296875,2581700,432.2530029296875,416.1850021362305,385.31720275878905,3306575.0
2020-07-02,442.95001220703125,448.1600036621094,441.3599853515625,445.0,2503000,434.5020050048828,419.0425033569336,387.44080322265626,3310595.0
2020-07-06,452.5899963378906,455.5299987792969,444.69000244140625,448.0,2761200,436.9600036621094,422.0270034790039,389.7852032470703,3308970.0
2020-07-07,449.3599853515625,459.44000244140625,448.7200012207031,452.5899963378906,2684600,438.03200073242186,424.6060028076172,391.89040283203127,3313550.0
2020-07-08,457.67999267578125,458.239990234375,452.0,453.760009765625,1999200,439.7450012207031,427.63200225830076,394.0740026855469,3299545.0
2020-07-09,460.8399963378906,463.79998779296875,451.8800048828125,460.44000244140625,2269800,442.66100158691404,430.3330017089844,396.6218023681641,3232455.0
2020-07-10,466.20001220703125,467.2099914550781,455.4800109863281,460.8299865722656,3676200,445.58600158691405,434.2595016479492,398.96240234375,3210080.0
2020-07-13,442.4700012207031,470.6099853515625,440.6400146484375,469.7699890136719,3480700,447.14100036621096,436.0560012817383,400.7390020751953,2967485.0
2020-07-14,433.7799987792969,437.2099914550781,416.2900085449219,435.739990234375,5666700,448.0989990234375,437.6780014038086,402.5378021240234,3061745.0
2020-07-15,433.010009765625,439.6300048828125,428.7300109863281,434.9100036621094,2566200,447.86900024414064,438.7450012207031,404.2158026123047,3001835.0
2020-07-16,426.2900085449219,430.5899963378906,418.510009765625,428.42999267578125,2677700,446.5170013427734,439.38500213623047,405.6190026855469,3030105.0
2020-07-17,432.4200134277344,433.5,423.70001220703125,428.1199951171875,2568200,445.46400146484376,439.9830032348633,407.01700317382813,3029595.0
2020-07-20,455.2699890136719,456.8900146484375,433.0,434.05999755859375,3512500,445.73200073242185,441.34600219726565,408.78680297851565,3008640.0
2020-07-21,444.2799987792969,456.989990234375,441.75,456.07000732421875,2027600,445.2240020751953,441.6280014038086,410.32220275878905,2952205.0
2020-07-22,445.04998779296875,449.3699951171875,441.760009765625,447.54998779296875,1400300,443.96100158691405,441.8530014038086,411.79480224609375,2868925.0
2020-07-23,431.739990234375,448.80999755859375,430.29998779296875,445.0400085449219,2313900,441.0510009765625,441.85600128173826,413.12760192871093,2818150.0
2020-07-24,430.30999755859375,435.0,423.44000244140625,425.0,1900800,437.4619995117188,441.5240005493164,414.56260192871093,2799430.0
2020-07-27,437.1000061035156,438.3599853515625,431.010009765625,431.7699890136719,1622000,436.925,442.03300018310546,416.1968017578125,2689045.0
