Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,SMA_50,VOL_SMA_20
2020-01-30,6.118607044219971,6.132048727515974,5.95905209854601,6.0140622539026785,290504000,6.1709295272827145,6.10421986579895,5.74843955039978,287749600.0
2020-01-31,5.8851237297058105,6.084754469065642,5.843306003914953,6.07280641176259,370420000,6.139814949035644,6.0998886823654175,5.760540103912353,294393800.0
2020-02-03,5.982202053070068,6.0016172924269755,5.860730755687014,5.866953564467054,255564000,6.117537021636963,6.105190634727478,5.7767163753509525,296902800.0
2020-02-04,6.151464939117432,6.170631874773576,6.074052282518847,6.124084484181325,271544000,6.115520906448364,6.1177236318588255,5.794690971374512,297348200.0
2020-02-05,6.241820335388184,6.282642466678945,6.1584331928889045,6.272436815163806,208220000,6.117138910293579,6.131202387809753,5.81497015953064,292016400.0
2020-02-06,6.328691482543945,6.328691482543945,6.195023851884492,6.276170551478344,218284000,6.1205987453460695,6.148464632034302,5.8366335678100585,289075200.0
2020-02-07,6.262480735778809,6.31077052362845,6.237090995388067,6.28861681432532,189752000,6.123361682891845,6.159130716323853,5.851838912963867,285807200.0
2020-02-10,6.545748233795166,6.546494572045924,6.280154366819347,6.28513280377701,529608000,6.180039930343628,6.182342195510865,5.874803943634033,296472800.0
2020-02-11,6.668213844299316,6.782964286037224,6.5920455721697655,6.654025822930016,638556000,6.229623937606812,6.202143454551697,5.899521312713623,312408600.0
2020-02-12,6.783960342407227,6.790432405067395,6.682153543370366,6.720984495021811,374644000,6.296831274032593,6.233581614494324,5.927300386428833,313186400.0
2020-02-13,6.740150451660156,6.807357917751578,6.698581505354751,6.725962430377883,528016000,6.3589856147766115,6.264957571029663,5.957932004928589,326432000.0
2020-02-14,7.213340759277344,7.342279230927972,7.1190016154884255,7.150364912026992,1041924000,6.491807317733764,6.315811133384704,5.998818969726562,364318600.0
2020-02-18,7.382105350494385,7.400525470221142,7.090624688471468,7.1100399257544735,620164000,6.631797647476196,6.374667334556579,6.042205047607422,382637200.0
2020-02-19,7.8333916664123535,7.851064976481863,7.504573619906469,7.504573619906469,694332000,6.799990320205689,6.457755613327026,6.094955358505249,406458000.0
2020-02-20,7.684040069580078,7.873713917673309,7.376628540007443,7.7853488178006955,810052000,6.944212293624878,6.530675601959229,6.1430110836029055,434998600.0
2020-02-21,7.319876670837402,7.5969205452635755,7.2349963676537605,7.571780057437713,768180000,7.043330812454224,6.581964778900146,6.183783540725708,461181800.0
2020-02-24,6.802379131317139,7.016198355246249,6.670951457602206,6.725464050687614,856916000,7.097320652008056,6.610341167449951,6.213304948806763,485352000.0
