Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,SMA_50,VOL_SMA_20
2021-09-23,170.8000030517578,171.447998046875,169.00250244140625,169.00250244140625,47588000,171.49140319824218,171.9884765625,171.21311096191405,58991300.0
2021-09-24,171.2760009765625,171.46299743652344,169.6699981689453,170.10049438476562,42324000,171.27325286865235,172.26227645874025,171.00743103027344,59008700.0
2021-09-27,170.2899932861328,170.77850341796875,166.98049926757812,168.5749969482422,72690000,171.0164016723633,172.40270080566407,170.83960083007813,60240800.0
2021-09-28,165.79800415039062,168.45950317382812,164.5050048828125,167.885498046875,88616000,170.34620208740233,172.13867568969727,170.60597076416016,61479400.0
2021-09-29,165.05599975585938,167.56500244140625,164.89349365234375,166.10549926757812,51246000,169.4728515625,171.7145004272461,170.33390075683593,59685300.0
2021-09-30,164.2519989013672,166.3925018310547,163.69949340820312,165.8000030517578,56848000,168.45685119628905,171.22960052490234,170.03374084472657,58897800.0
2021-10-01,164.16299438476562,165.45849609375,162.7969970703125,164.45050048828125,56712000,167.5605499267578,170.7799499511719,169.67897064208984,58809700.0
2021-10-04,159.48899841308594,163.99949645996094,158.8125,163.96949768066406,90462000,166.73079986572264,170.05927505493165,169.21211059570314,60757100.0
2021-10-05,161.0500030517578,163.0364990234375,160.1230010986328,160.22500610351562,65384000,166.1176498413086,169.33855056762695,168.7332907104492,61288400.0
2021-10-06,163.10049438476562,163.2169952392578,159.93099975585938,160.67649841308594,50660000,165.52744903564454,168.67982559204103,168.36891052246094,60768000.0
2021-10-07,165.1215057373047,166.28750610351562,164.1529998779297,164.57699584960938,48182000,164.95959930419923,168.2255012512207,168.0410205078125,60457900.0
2021-10-08,164.43099975585938,166.07150268554688,164.41000366210938,165.85000610351562,39964000,164.2750991821289,167.77417602539063,167.7297204589844,60058800.0
2021-10-11,162.31500244140625,164.62950134277344,161.90499877929688,163.75,40684000,163.47760009765625,167.24700088500975,167.64843048095702,59524000.0
2021-10-12,162.3665008544922,163.37649536132812,161.81399536132812,162.85000610351562,36392000,163.13444976806642,166.74032592773438,167.5642803955078,59406700.0
2021-10-13,164.21400451660156,164.41900634765625,163.05450439453125,163.48550415039062,48402000,163.0502502441406,166.2615509033203,167.48232055664062,58869300.0
2021-10-14,164.9929962158203,165.6300048828125,164.53900146484375,165.12249755859375,42190000,163.12434997558594,165.7906005859375,167.42746063232423,58395200.0
2021-10-15,170.4510040283203,170.52099609375,165.1999969482422,165.5709991455078,103598000,163.7531509399414,165.6568504333496,167.46049072265626,58958500.0
2021-10-18,172.33700561523438,172.45849609375,169.2550048828125,169.41799926757812,63482000,165.03795166015624,165.88437576293944,167.56229095458986,57463500.0
2021-10-19,172.20750427246094,172.7344970703125,171.10000610351562,171.71449279785156,47722000,166.15370178222656,166.13567581176758,167.66457092285157,57068700.0
2021-10-20,170.7530059814453,173.14300537109375,170.01849365234375,172.63299560546875,42796000,166.91895294189453,166.22320098876952,167.75895111083983,56797100.0
2021-10-21,171.75050354003906,172.01400756835938,170.14999389648438,170.71249389648438,37628000,167.58185272216798,166.2707260131836,167.90185119628907,56299100.0
2021-10-22,166.77749633789062,171.49200439453125,166.56500244140625,171.0500030517578,62782000,167.8165023803711,166.04580078125,167.93390106201173,57322000.0
2021-10-25,166.01849365234375,167.38999938964844,164.88499450683594,166.75,44520000,168.18685150146484,165.83222579956055,167.9603009033203,55913500.0
2021-10-26,168.80349731445312,170.80599975585938,167.19900512695312,167.47549438476562,53966000,168.83055114746094,165.98250045776368,168.03738098144532,54181000.0
2021-10-27,169.62449645996094,171.85000610351562,168.57249450683594,169.39999389648438,54044000,169.37160034179686,166.21092529296874,168.18791076660156,54320900.0
2021-10-28,172.32850646972656,173.9499969482422,169.3000030517578,170.10499572753906,114174000,170.1051513671875,166.61475067138673,168.43326080322265,57187200.0
2021-10-29,168.6215057373047,168.74099731445312,163.66600036621094,165.00100708007812,129722000,169.92220153808594,166.83767623901366,168.61794097900392,60837700.0
2021-11-01,165.90550231933594,168.79299926757812,164.6009979248047,168.08999633789062,72178000,169.2790512084961,167.15850143432618,168.73610107421874,59923500.0
2021-11-02,165.6374969482422,166.55599975585938,164.17750549316406,165.75050354003906,52552000,168.6220504760742,167.38787612915038,168.78298095703124,59281900.0
2021-11-03,169.1999969482422,169.74600219726562,164.87600708007812,165.4499969482422,67944000,168.4667495727539,167.6928512573242,168.86120086669922,60146100.0
2021-11-04,173.85000610351562,174.93150329589844,168.25,168.5,107060000,168.67669982910155,168.12927627563477,169.03902099609374,63090000.0
